Date,score_raw,bubble_prob,bubble_prob_smooth
2018-12-04,0.0832266633367661,0.0,0.0
2018-12-11,0.057246481045564235,0.0,0.0
2018-12-18,0.10261024363230334,0.0,0.0
2018-12-26,0.04483894444600398,0.0,0.0
2019-01-02,0.04473037342736088,0.0,0.0
2019-01-09,0.05052770597559804,0.0,0.0
2019-01-16,0.11141520281184474,0.0,0.0
2019-01-23,0.06540890472890401,0.0,0.0
2019-01-30,0.085160435578201,0.0,0.0
2019-02-06,0.07619018987187157,0.0,0.0
2019-02-14,0.06440536605604488,0.0,0.0
2019-02-21,0.08352393024952295,0.0,0.0
2019-02-28,0.05813052684830477,0.0,0.0
2019-03-08,0.07266912761630182,0.0,0.0
2019-03-15,0.07275537508452457,0.0,0.0
2019-03-25,0.08416412099592194,0.0,0.0
2019-04-02,0.07594408662690427,0.0,0.0
2019-04-09,0.07988038514269105,0.0,0.0
2019-04-16,0.08271326230955972,0.0,0.0
2019-04-25,0.05782873512081312,0.0,0.0
2019-05-06,0.0727781827238729,0.0,0.0
2019-05-13,0.12653301490193822,0.0,0.0
2019-05-20,0.10607118332673605,0.0,0.0
2019-05-27,0.055006843796364224,0.0,0.0
2019-06-03,0.07325919562047467,0.0,0.0
2019-06-11,0.0549990561289417,0.0,0.0
2019-06-18,0.06621732955241613,0.0,0.0
2019-06-25,0.06093228840052277,0.0,0.0
2019-07-02,0.07265171222851467,0.0,0.0
2019-07-09,0.12152915445908993,0.0,0.0
2019-07-16,0.06090072646730888,0.0,0.0
2019-07-23,0.08132000229712372,0.0,0.0
2019-07-30,0.10085809960900369,0.0,0.0
2019-08-06,0.08104953235208098,0.0,0.0
2019-08-14,0.20669880306590457,0.4237288135593221,0.08474576271186443
2019-08-22,0.2344790314946598,0.5932203389830505,0.20338983050847453
2019-08-29,0.10949454001562041,0.0,0.20338983050847453
2019-09-06,0.16849342354398733,0.0,0.20338983050847453
2019-09-16,0.2027092159544805,0.3559322033898305,0.2745762711864406
2019-09-23,0.20893710861550183,0.45762711864406735,0.28135593220338967
2019-09-30,0.3140021399742131,0.8305084745762716,0.32881355932203393
2019-10-09,0.265332404661706,0.6949152542372884,0.46779661016949153
2019-10-16,0.26855254440485815,0.7288135593220336,0.6135593220338983
2019-10-24,0.2791115177801481,0.7627118644067801,0.6949152542372883
2019-10-31,0.13715045779991664,0.0,0.6033898305084747
2019-11-07,0.16609582516671675,0.0,0.43728813559322044
2019-11-15,0.18245029868009005,0.05084745762711897,0.3084745762711865
2019-11-22,0.1651984273566488,0.0,0.1627118644067798
2019-11-29,0.1560678958759247,0.0,0.010169491525423771
2019-12-06,0.16169270724684648,0.0,0.010169491525423771
2019-12-13,0.2382885765354178,0.6271186440677968,0.13559322033898313
2019-12-20,0.1499530914541615,0.0,0.12542372881355934
2019-12-30,0.09194951363411244,0.0,0.12542372881355934
2020-01-06,0.19935909758480388,0.32203389830508417,0.18983050847457617
2020-01-13,0.16950479513893418,0.0,0.18983050847457617
2020-01-20,0.21968637204730376,0.4915254237288137,0.16271186440677954
2020-01-27,0.09116205274867169,0.0,0.16271186440677954
2020-02-03,0.19018935407983217,0.0847457627118642,0.1796610169491524
2020-02-10,0.14409606649522533,0.0,0.11525423728813555
2020-02-17,0.14696674926994338,0.0,0.11525423728813555
2020-02-25,0.1697434027862101,0.0,0.016949152542372815
2020-03-03,0.2344742694984869,0.5593220338983053,0.12881355932203387
2020-03-11,0.3171492152928639,0.8644067796610169,0.2847457627118644
2020-03-18,0.3710644345335949,0.9322033898305084,0.4711864406779661
2020-03-25,0.37661413336981875,0.9661016949152548,0.664406779661017
2020-04-01,0.37808456329891216,1.0,0.864406779661017
2020-04-13,0.35057092760879066,0.8983050847457632,0.9322033898305087
2020-04-21,0.19167286219460106,0.186440677966101,0.7966101694915254
2020-04-28,0.19667885564290705,0.28813559322033894,0.6677966101694917
2020-05-06,0.31313547339197156,0.7966101694915253,0.6338983050847457
2020-05-13,0.19327799359013123,0.22033898305084737,0.47796610169491516
2020-05-20,0.2400076643611134,0.661016949152542,0.43050847457627095
2020-05-28,0.15065706598773715,0.0,0.39322033898305075
2020-06-04,0.13770791518651615,0.0,0.335593220338983
2020-06-11,0.13592810236730565,0.0,0.17627118644067788
2020-06-18,0.19448509323986887,0.2542372881355926,0.1830508474576269
2020-06-25,0.16890815153366256,0.0,0.05084745762711852
2020-07-02,0.19094414146636923,0.15254237288135578,0.08135593220338969
